name,address,contact_person,telephone,fax,email,website,organisation,organisation_website
"Familientherapeutische Tagesgruppe, Schwarzenberg","Lerchenstraße 1 – 3
08340 Schwarzenberg",Frau: Romy Klebsch,03774 1764827,03774 1764822,ft.tagesgruppe@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/kinder-jugend-und-familie/familientherapeutische-tagesgruppe,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Flüchtlingssozialarbeit, Chemnitz","Augustusburger Straße 23
09111 Chemnitz",Frau: Franziska Anklam,0371/ 27357815,,fluechtlingssozialarbeit@awo-chemnitz.de,,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Förder- und Betreuungsbereich, Kamenz","Neschwitzer. 21
01917 Kamenz",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Freiwilliges soziales Jahr, Bautzen","Löbauer Straße 48
02625 Bautzen",Ansprechpartnerin: Annett Fahland,03591326117,03591326118,annett.fahland@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Freizeittreff  ""FRITZ"", Grimma","Frauenkirchhof 1
04668 Grimma",Leiterin: Dorothee Wichmann,03437 944198,03437 941982,kjh-fritz@awo-familienzentrum.org,http://www.awo-mulde-collm.de,AWO Familienzentrum gGmbH,http://www.awo-familienzentrum.org
"Freizeittreff Mauerwerk, Brandis","Zeititzer Weg 16
04821 Brandis",Leiterin: Julia Roth,034292 - 861880,,j.roth@awo-familienzentrum.org,http://www.awo-mulde-collm.de,AWO Familienzentrum gGmbH,http://www.awo-familienzentrum.org
"Fröbel - Kindergarten, Langebrück","Nicodestraße 14
01465 Langebrück",Leiterin: Sandra Reppe,035201/ 70262,,kiz.langebrueck@awo-radeberg.de,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"FSJ-BFD-Einsatzstellen, Annaberg-Buchholz","Gabelsbergerstraße 6
09456 Annaberg-Buchholz",Mitarbeiterin: Josie Baumann,03733/188050,03733/188055,josie.baumann@awo-annaberg.org,,AWO Kreisverband Annaberg/Mittleres Erzgebirge e.V.,http://www.awo-annaberg.de
"Ganztagsbetreuung am Förderschulzentrum, Oelsnitz","Turleyring 39
09376 Oelsnitz",Frau: Kathrin Bassing,037298 309771,037298 309793,hort.fsz@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/horte/hort-foerderschulzentrum-oelsnitz-fsz,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Ganztagsbetreuung für Schulen d. Förderschule, Grimma","Gabelsberger Straße 5
04668 Grimma",Leiterin Hort: Ina Knofe,03437 764088,,foerderhort@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Gästewohnung Rodewisch,","
",Frau: Andrea Leischker,03744 3517949,,vermietung@awo-vogtland.de,http://www.awo-vogtland.de,AWO Vogtland e.V.,http://https://www.awo-vogtland.de/
"Geschäftsstelle, Löbau","Straße der Jugend 2
02708 Löbau","Geschäftsführer: Dirk Reinke, Albrecht Wagner",03585 86750,,info@awo-oberlausitz.de,http://www.awo-oberlausitz.de,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Geschäftsstelle, Breitenbrunn","Neue Siedlung 47
08359 Breitenbrunn",Herr: Karsten Wilhelm,037756 17600,037756 1629,info@awo-erzgebirge.de,http://www.awo-erzgebirge.de,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Geschäftsstelle und Verwaltung, Auerbach","Göltzschtalstraße 46
08209 Auerbach",Anrede: Vorname Nachname,03744 2722800,03744 2722801,,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"Gynäkologische Arztpraxis, Reichenbach","Trinitatisgasse 2
08468 Reichenbach",Gynäkologe: Dipl.- med. Herr Köhler,03765/5259648,03765/3093006,,http://www.awovogtland.de/pflegezentrum/gyn-arztpraxis,"AWO Vogtland, Bereich Reichenbach e.V.",http://www.awovogtland.de
"Hausnotruf, Chemnitz","Stollberger Straße 90b
09119 Chemnitz",,0371 2787155,0371 2787111,hausnotrufzentrale@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/senioren/hausnotruf-hnr,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Heilpädagogische Förderstelle - Betreuung nach § 35a SGB VIII, Bautzen","Löbauer Straße 48
02625 Bautzen",Ansprechpartnerin: Annett Janetz,035913261135,035913261128,annett.janetz@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Heilpädagogische Wohngruppen, Johanngeorgenstadt","Stauffenbergstraße 16
08349 Johanngeorgenstadt",Frau: Martina Meixner,03773 50030,03773 50029,martina.meixner@awo-erzgebirge.de,http://www.awo-erzgebirge.de/kinder-jugendhilfe.php,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Heimgruppe umA Döberkitz, Bautzen","Rittergut Döberkitz 14
02625 Bautzen",Frau: Jeannette  Paulick,03571/912662,03571/4885605,j.paulick@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Hilfen zur Erziehung, Leipzig","Jenaer Straße 29
04205 Leipzig",Leiterin: Katrin Thorwarth,0341/30848165,0341/30848288,familienhilfe@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/familienhilfe/hilfen-zur-erziehung/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Hort "" Weltentdecker""   , Markranstädt OT Kulkwitz","Ernst-Thälmann-Str. 8
04420 Markranstädt OT Kulkwitz",,034205/58878,,hort-weltentdecker@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Hort ""Ameisenhaufen"", Bischofswerda","Lutherstraße 18
01877 Bischofswerda",Anrede: Anne Kaiser,03594/ 71 50 291,,ameisenhaufen@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Hort ""Die Räuber"" Friedrich Schiller Schule Weigsdorf-Köblitz, Weigsdorf-Köblitz","Matschenstraße 1a
02733 Weigsdorf-Köblitz",Leiterin: Angela Grellmann,03587724341,,dieraeuber@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Hort ""Schlumpfhausen"", Hohenstein-Ernstthal","Südstraße 17
09337 Hohenstein-Ernstthal",Leiterin: Nadine Luther,03723 / 71 19 98,03723 / 67 91 50,hort-schlumpfhausen@awo-zwickau.de,http://https://www.awo-zwickau.de/kita-hort/hort-schlumpfhausen,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Hort ""Schule des Friedens"" Neuwürschnitz, Oelsnitz / OT Neuwürschnitz","Oberwürschnitzer Straße 19
09376 Oelsnitz / OT Neuwürschnitz",Frau: Gabi Wisinger-Nalbach,037296 87301,037296 87301,hort.neuwuerschnitz@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/horte/hort-schule-des-friedens-oelsnitz-ot-neuwuerschnitz,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Hort ""Zum Regenbogen"", Großpösna","Hauptstr. 8
04463 Großpösna",Leiterin Hort: Gudrun Schories,034297/141060,034297/141061,hort-regenbogen@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Hort Baumhaus, Markranstädt","Neue Str. 29/ 31
04420 Markranstädt",Leiterin Hort: Anne - Kathrin Dittrich,034205/ 209341,034205/ 209922,hort-baumhaus@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Hort Demitz-Thumitz, Demitz-Thumitz","Hauptstraße 35
01877 Demitz-Thumitz",Frau: Luisa Michalick,03594/706576,,hortdemitz-thumitz@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Hort der Grundschule 1, Oelsnitz","Obere Hauptstraße 68a
09376 Oelsnitz",Herr: Sascha Dietrich,037298 27477,,hort.grundschule1@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/horte/hort-oelsnitz-gs1,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Hort der Kita Herweghstraße in der Grundschule Ebersdorf, Chemnitz","Lichtenauer Straße 45
09131 Chemnitz",,0371 414051,,hort.tausendfuessler@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/horte/hort-kita-herwegstrasse-gs-ebersdorf,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Hort Glesien, Schkeuditz           OT Glsien","Conradplatz 7
04435 Schkeuditz           OT Glsien",Leiterin: Marion Kränkel,034207/43731,034207/41011,kita.kunterbuntevilla@awo-nordsachsen.de,www.awo-nordsachsen.de,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Hort Grundschule Chemnitz / OT Grüna, Chemnitz / OT Grüna","August-Bebel-Straße 7
09224 Chemnitz / OT Grüna",Frau: Janine Sonntag,0371 858149,,hort.gruena@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/horte/hort-gruena,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Hort Grundschule Chemnitz / OT Klaffenbach, Chemnitz / Klaffenbach","Klaffenbacher Hauptstraße 85
09123 Chemnitz / Klaffenbach",Frau: Silke Menzel,0371 2677774,,,http://www.awo-chemnitz.de/index.php/kitas-horte/horte/hort-gs-klaffenbach,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Hort Grundschule Chemnitz / OT Mittelbach, Chemnitz / OT Mittelbach","Hofer Straße 35
09224 Chemnitz / OT Mittelbach",Frau: Roswitha Schwerdtner,0371 8449884,,hort.mittelbach@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/horte/hort-mittelbach,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Hort Karl May, Hohenstein-Ernstthal","Südstraße 16
09337 Hohenstein-Ernstthal",Leiterin: Melanie Wunderlich,03723 / 27 31,03723 / 7 69 66 11,hort-karl-may@awo-zwickau.de,http://https://www.awo-zwickau.de/kita-hort/karl-may,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Hort Konkordienstraße, Dresden","Konkordienstraße 12
01127 Dresden",Leiterin: Jana Herzog,0351/ 8495739,0351/ 4827496,hort.konkordienstrasse.dresden@awo-radeberg.de,http://www.awo-radebereg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Hort Langebrück, Langebrück","Friedrich-Wolf-Str. 5
01465 Langebrück",Leiterin: Doreen Kurzendörfer,035201/ 819163,035201/ 819478,hort.langebrueck@awo-radeberg.de,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Hort Laußnitz, Laußnitz","Schulstraße 5
01936 Laußnitz",Leiter: Christoph Richter,035795/ 368486,035795/ 399848,hort.laussnitz@awo-radeberg.de,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Hort Lobstädt, Neukieritzsch","Victoriastraße 2
04575 Neukieritzsch",Leiterin: Annett Kwiatkowski,03433/ 851834,,hort-lobstaedt@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Hort Radefeld, Schkeuditz            OT Radefeld","Landsberger Str. 5b
04435 Schkeuditz            OT Radefeld",Leiterin: Silvia Schüller,034207/73925,034207/73925,hort.radefeld@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Hort Regis - Breitingen, Regis - Breitingen","Am Stadion 31
04565 Regis - Breitingen",Leiter: Frank Haase,04343/ 51379,,hort-regenbogenland@awo-leipzigerland.de,,AWO Kita und ambulante Dienste GmbH,http://www.awo-leipzigerland.de
"Hort Reichenhain, Chemnitz","Genossenschaftsweg 2
09125 Chemnitz",Frau: Angelika Stosius,0371 4006357,0371 4006356,hort.reichenhain@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/horte/hort-reichenhain,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Hort Süd, Radeberg","Heidestraße 21
01454 Radeberg",Leiterin: Carmen Röllig,03528/ 418129,03528/ 418249,hort.sued.radeberg@awo-radeberg.de,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Hort Wachau, Wachau","Schulstraße 1
01454 Wachau",Leiterin: Katrin Paul,03528/ 416100,03528/416241,hortwachau@awo-radeberg.de,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Hort Weischlitz, Weischlitz","Schulstraße 5
08538 Weischlitz",Anrede: Sandra Hermersdorfer,037436/12 76 60,,hort-weischlitz@awo-vogtland.de,http://www.awo-vogtland.de,AWO Plauen-Vogtland gGmbH,http://https://www.awo-vogtland.de/
"Hort Wurzen (Kneipp® Kita ""Knirpsenland""), Wurzen","Fr.-Ebert-Straße 33
04808 Wurzen",: Sandra Görner,03425 923243,,kita-knirpsenland@awo-kinderwelt.de,http://www.awo-mulde-collm.de,AWO Kinderwelt gGmbH,http://www.awo-kinderwelt.de
"Inobhutnahme, Rodewisch","Bahnhofsstraße 6
08228 Rodewisch",Teamleiterin: Nicole Kämpf,03744 364450,03744 364423,n.kaempf@awo-vogtland.de,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"Insolvenzberatung, Chemnitz","Heinrich-Zille-Straße 16
09111 Chemnitz",,0371 273269-47,0371 273269-41,insolvenzberatung@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/beratung-und-hilfe/schuldnerberatung-praeventive-schuldnerberatung-insolvenzberatung/insolvenzberatung,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Integratives Kinderhaus ""Kuschelkiste"", Zwickau","Heisenbergstraße 49
08066 Zwickau",Leiter: Jens Kluge,0375 / 47 43 01,0375 / 4 44 46 56,kuschelkiste@awo-zwickau.de,http://https://www.awo-zwickau.de/kita-hort/kinderhaus-kuschelkiste,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Integratives Kinderhaus ""Pfiffikus"", Zwickau","Havemannstraße 13
08062 Zwickau",Leiter: Thea Leistner,0375 / 78 11 10,0375 / 2 11 81 33,pfiffikus@awo-zwickau.de,http://https://www.awo-zwickau.de/kita-hort/kinderhaus-pfiffikus,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Jobbörse, Dresden","Merianplatz 4
01169 Dresden",Anrede: Vorname Nachname,0351 20611500,,info35@awo-kiju.de,http://www.awo-kiju.de,AWO Kinder- und Jugendhilfe gemeinnützige GmbH,http://www.awo-in-sachsen.de
"Jugendclub Neukieritzsch, Neukieritzsch","Lindenstraße 71B
04575  Neukieritzsch",Frau: Heike Pröhl,034342/ 508838,,jugendclub.neukieritzsch@t-online.de,,AWO Kreisverband Leipziger-Land e.V.,http://www.awo-leipzigerland.de
"Jugendhaus ""City Treff"", Auerbach/Vogtland","Breitscheidstraße 33
08209 Auerbach/Vogtland",Ansprechpartnerin: Michelle Weißflog,03744 308686,03744 308688,m.weissflog@awo-vogtland.de,http://www.awo-vogtland.de,AWO Kreisverband Vogtland e.V.,http://https://www.awo-vogtland.de/
"Jugendhaus ""Poly"", Bad Düben","Windmühlenweg 16
04849 Bad Düben",Teamleiterin: Katrin Chevallier,034243/71350,034243/713519,poly@awo-nordsachsen.de,http://www.awo-nordsachsen.de,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Jugendmigrationsdienst (JMD), Chemnitz","Wiesenstraße 10
09111 Chemnitz",Frau: Alexandra Neumann,0371 67426-11 und -13,0371 6742633,jmd@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kinder-jugend-familie/jugendmigrationsdienst,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Jugendmigrationsdienst Aue, Aue","Thomas-Müntzer-Straße 11
08280 Aue",Herr: Christian Saffert,03771 246360,03771 246362,jmd-aue@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/iberatung-und-beratungsstellen,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Jugendmigrationsdienst Beratungsstelle Zwickau, Zwickau","Osterweihstraße 19
08056 Zwickau",Frau: Agata Kilian,0375 2704848,0375 2704850,jmd-zwickau@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/integration-und-buergerdienst/jugendmigrationsdienst,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Jugendmigrationsdienst Kontaktbüro Stollberg, Stollberg","Herrenstraße 25
09366  Stollberg",Herr: Christian Saffert,03771 246360,03771 246362,jmd-aue@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/integration-und-buergerdienst/jugendmigrationsdienst,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Kinder- und Jugendhaus  ""East End"" , Nerchau","Jahnstraße 12A
04685 Nerchau",Leiterin: Brigitte Nehring,034382 42598,034382 42598,kjh-nerchau@awo-familienzentrum.org,http://www.awo-mulde-collm.de,AWO Familienzentrum gGmbH,http://www.awo-familienzentrum.org
"Kinder- und Jugendhaus  ""Südpol"", Grimma","Gabelsberger Straße 6
04668 Grimma",Leiter: Maik Soldner,03437 942214,03437 941795,kjh-suedpol@awo-familienzentrum.org,http://www.awo-mulde-collm.de,AWO Familienzentrum gGmbH,http://www.awo-familienzentrum.org
"Kinder- und Jugendhaus ""Poly"", Bad Düben","Windmühlenweg 16
04849 Bad Düben",Teamleiterin: Katrin Chevallier,034243/71350,034243/713519,poly@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Kinder- und Jugendhaus Bad Lausick, Bad Lausick","Turnerstraße 1a
04651 Bad Lausick",,034345 20697,034345 55169,kjh-badlausick@awo-familienzentrum.org,http://www.awo-mulde-collm.de,AWO Familienzentrum gGmbH,http://www.awo-familienzentrum.org
"Kinder- und Jugendhaus „UK“, Chemnitz","Straße Usti nad Labem 40
09119 Chemnitz",Herr: Jörg Schneider,0371 227026,0371 4007599,uk@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kinder-jugend-familie/kinder-und-jugendhaus-uk-leistungsangebote,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Kinder- und Jugendhilfe Weißwasser - Plattform, Weißwasser","Albert-Schweitzer-Ring 32a
02943 Weißwasser",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kinder- und Jugendtelefon, Chemnitz","
09111 Chemnitz",Frau: Kerstin Graff,0371 6956-152,,kjt@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/beratung-und-hilfe/kinder-und-jugendtelefon-kjt,AWO Kreisverband Chemnitz und Umgebung e.V.,http://www.awo-chemnitz.de
"Kinder- und Jugendwohngruppe ""Maxi"", Zittau","Heinrich-Mann-Straße 1
02763 Zittau",Leiterin: Grit Kwoczala,03583/585858,,wg-maxi@awo-oberlausitz.de,http://awo-oberlausitz.de/kinder-jugend-familie/kinder-und-jugendwohngruppe-maxi-zittau/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kinder- und Jugendzentrum Hoyerswerda, Hoyerswerda","Schulstr. 14 c
02977 Hoyerswerda",Frau: Carina  Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kinder- und Jugenzentrum Hoyerswerda - Inobhutnahme, Hoyerswerda","Schulstr. 14
02977 Hoyerswerda",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kindergarten, Kesselsdorf","Grumbacher Straße 7
01723 Kesselsdorf",Leiterin: Annerose Freund,035204 47176,035204 26827,kindergarten.kesselsdorf@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Kinderhaus ""Am Wald"", Sohland","Schlossstraße 1a
02689 Sohland",Frau: Manuela Proft,03593637342,,hausamwald@awo-bautzen.de,http://www.awo-sachsen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kinderhaus ""Glückspilze"", Radeburg","Meißner Berg 82
01471 Radeburg",Leiterin: Pia Kolbeckel,035208/ 2369,035208/34430,kinderhaus.radeburg@awo-radeberg.de,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Kinderhaus Am Elsterbogen, Hoyerswerda","Kolpingstr. 40
02977 Hoyerswerda",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kinderhaus Baumgarten, Chemnitz / Grüna","Forststraße 8
09224 Chemnitz / Grüna",Frau: Mona Kurth,0371 8000305,,kinderhaus.baumgarten@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-kinderhaus-baumgarten,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Kinderhaus Wachau, Wachau","Am Schloß 2
01454 Wachau",Leiterin: Sandra Ludwig,03528 /447132,03528/ 487396,kinderhaus.wachau@awo-radeberg.de,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Kinderhaus „Schmetterling“ Integrationseinrichtung, Chemnitz","Friedrich-Hähnel-Straße 7
09120 Chemnitz",Frau: Katrin Wenzel,0371 228030,0371 9097906,kinderhaus.schmetterling@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-kinderhaus-schmetterling,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Kinderheim, Freital","Burgwartstraße 160
01705 Freital",Leiter: Robert Häßner,0351 6502504,0351 6504853,kinderheim-freital@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
"Kinderheim  Betreutes Jugendwohnen, Freital","Burgwartstraße 160
01705 Freital",Leiter: Robert Häßner,0351 65850149,352 6504853,kinderheim-freital@awo-weisseritzkreis.de,www.awo-weisseritzkreis.de,AWO Kreisverband Weißeritzkreis e.V.,http://www.awo-weisseritzkreis.de
